contacto_id,fecha_contacto,cliente_id,canal,producto,monto_ofertado,score_modelo,resultado,comentario
523,2025-04-13T00:00:00.000000000,100455,SMS,TC,13482.66,0.6309,SIN_CONTACTO,mail abierto
524,2025-01-12T00:00:00.000000000,100520,SMS,Extracash,11049.11,0.1387,NO_INTERESADO,solicita llamada
525,2025-02-04T00:00:00.000000000,100352,tlv ,Seguro,10775.94,0.121,NO_CALIFICA,solicita llamada
526,2025-06-16T00:00:00.000000000,100277,TLV,TC,5450.44,0.1073,NO_INTERESADO,no contesta
527,2025-05-28T00:00:00.000000000,100583,APP,Extracash,7313.29,0.2475,NO_INTERESADO,mail abierto
528,2025-03-24T00:00:00.000000000,100123,APP,PP,4662.25,0.2022,VENTA,sin respuesta
529,2025-04-25T00:00:00.000000000,100280,TLV,Extracash,9401.56,0.3903,REBOTE,no contesta
530,2025-05-29T00:00:00.000000000,100269,HTML,TC,7806.0,0.3031,NO_CALIFICA,cliente interesado
531,2025-05-01T00:00:00.000000000,100432,APP,TC,22583.8,0.1652,REBOTE,numero invalido
532,2025-03-25T00:00:00.000000000,100582,HTML,PP,7886.33,0.2292,NO_CALIFICA,numero invalido
533,2025-02-06T00:00:00.000000000,100457,APP,Seguro,9170.68,0.078,SIN_CONTACTO,solicita llamada
534,2025-06-11T00:00:00.000000000,100417,TLV,PP,8821.48,0.5538,SIN_CONTACTO,mail abierto
535,2025-02-13T00:00:00.000000000,100284,HTML,Seguro,7850.43,0.3224,SIN_CONTACTO,solicita llamada
536,2025-05-09T00:00:00.000000000,100088,SMS,TC,19162.51,0.1374,NO_INTERESADO,no contesta
537,2025-03-09T00:00:00.000000000,100333,HTML,PP,11629.46,0.5458,VENTA,numero invalido
538,2025-01-15T00:00:00.000000000,100548,html ,PP,16331.35,0.0258,NO_INTERESADO,no contesta
539,2025-01-30T00:00:00.000000000,100061,APP,Extracash,3235.68,0.4031,REBOTE,solicita llamada
540,2025-03-07T00:00:00.000000000,100539,SMS,Extracash,18455.64,0.1711,NO_INTERESADO,mail abierto
541,2025-06-05T00:00:00.000000000,100542,APP,PP,11630.23,0.2061,VENTA,solicita llamada
542,2025-06-02T00:00:00.000000000,100203,HTML,PP,4789.9,0.3488,NO_CALIFICA,sin respuesta
543,2025-01-06T00:00:00.000000000,100582,APP,PP,7264.11,0.4009,REBOTE,solicita llamada
544,2025-01-29T00:00:00.000000000,100354,TLV,Extracash,14131.76,0.3701,SIN_CONTACTO,solicita llamada
545,2025-05-28T00:00:00.000000000,100306,APP,PP,6000.16,0.4797,VENTA,numero invalido
546,2025-02-01T00:00:00.000000000,100387,APP,Extracash,11319.14,0.0691,NO_CALIFICA,cliente interesado
547,2025-05-17T00:00:00.000000000,100095,APP,TC,18009.78,0.2557,SIN_CONTACTO,solicita llamada
548,2025-01-26T00:00:00.000000000,100460,SMS,TC,12435.61,0.6099,NO_CALIFICA,cliente interesado
549,2025-06-15T00:00:00.000000000,100022,APP,Extracash,4555.62,0.4219,REBOTE,sin respuesta
550,2025-04-19T00:00:00.000000000,100259,APP,Seguro,7570.99,0.5523,SIN_CONTACTO,numero invalido
551,2025-04-30T00:00:00.000000000,100206,TLV,PP,7337.94,0.0314,REBOTE,solicita llamada
552,2025-01-29T00:00:00.000000000,100459,APP,Extracash,7720.68,0.4487,NO_INTERESADO,sin respuesta
553,2025-02-10T00:00:00.000000000,100397,tlv ,TC,10895.49,0.1653,NO_CALIFICA,solicita llamada
554,2025-01-08T00:00:00.000000000,100145,TLV,PP,5632.03,0.3993,SIN_CONTACTO,solicita llamada
555,2025-02-26T00:00:00.000000000,100550,SMS,PP,6672.4,0.3247,SIN_CONTACTO,mail abierto
556,2025-01-05T00:00:00.000000000,100063,SMS,Seguro,3496.76,0.3362,NO_INTERESADO,no contesta
557,2025-06-26T00:00:00.000000000,100083,HTML,TC,8308.38,0.0845,NO_INTERESADO,cliente interesado
558,2025-04-09T00:00:00.000000000,100373,html ,PP,29294.95,0.4617,VENTA,numero invalido
559,2025-02-28T00:00:00.000000000,100426,TLV,PP,4119.71,0.0835,NO_INTERESADO,cliente interesado
560,2025-01-11T00:00:00.000000000,100580,SMS,TC,8577.22,0.1134,REBOTE,cliente interesado
561,2025-01-23T00:00:00.000000000,100414,APP,TC,7963.8,0.6863,SIN_CONTACTO,mail abierto
562,2025-02-10T00:00:00.000000000,100075,TLV,TC,5089.29,0.1993,REBOTE,numero invalido
563,2025-03-17T00:00:00.000000000,100228,SMS,TC,6429.42,0.1257,REBOTE,sin respuesta
564,2025-05-01T00:00:00.000000000,100115,sms,PP,8643.62,0.2453,SIN_CONTACTO,sin respuesta
565,2025-02-01T00:00:00.000000000,100598,APP,PP,12771.56,0.2526,REBOTE,no contesta
566,2025-05-12T00:00:00.000000000,100428,tlv ,TC,9233.97,0.1518,NO_INTERESADO,solicita llamada
567,2025-01-09T00:00:00.000000000,100412,SMS,TC,3288.61,0.288,NO_INTERESADO,numero invalido
568,2025-03-29T00:00:00.000000000,100094,HTML,PP,15203.62,0.4705,REBOTE,no contesta
569,2025-04-10T00:00:00.000000000,100402,sms,Seguro,9820.17,0.1344,SIN_CONTACTO,mail abierto
570,2025-04-10T00:00:00.000000000,100421,HTML,TC,4144.92,0.1903,NO_INTERESADO,sin respuesta
571,2025-04-17T00:00:00.000000000,100469,app ,PP,9334.48,0.5754,REBOTE,numero invalido
572,2025-02-08T00:00:00.000000000,100092,SMS,TC,11708.61,0.3515,SIN_CONTACTO,no contesta
573,2025-02-08T00:00:00.000000000,100028,html ,PP,7641.25,0.468,SIN_CONTACTO,mail abierto
574,2025-05-25T00:00:00.000000000,100124,HTML,TC,17789.9,0.2005,SIN_CONTACTO,solicita llamada
575,2025-01-11T00:00:00.000000000,100073,sms,TC,4625.47,0.4279,SIN_CONTACTO,numero invalido
576,2025-01-30T00:00:00.000000000,100595,HTML,PP,9249.53,0.1853,NO_INTERESADO,solicita llamada
577,2025-04-01T00:00:00.000000000,100178,APP,PP,5817.37,0.2098,REBOTE,sin respuesta
578,2025-05-20T00:00:00.000000000,100390,HTML,Extracash,21993.39,0.2009,NO_INTERESADO,cliente interesado
579,2025-04-30T00:00:00.000000000,100282,HTML,Extracash,3645.78,0.2254,VENTA,sin respuesta
580,2025-02-18T00:00:00.000000000,100300,APP,TC,8467.61,0.2417,NO_INTERESADO,mail abierto
581,2025-03-12T00:00:00.000000000,100131,APP,Extracash,10502.57,0.2778,VENTA,no contesta
582,2025-06-06T00:00:00.000000000,100481,TLV,PP,6522.65,0.3636,NO_INTERESADO,solicita llamada
583,2025-05-11T00:00:00.000000000,100503,SMS,PP,10131.92,0.2839,SIN_CONTACTO,mail abierto
584,2025-04-12T00:00:00.000000000,100248,SMS,TC,10884.79,0.3169,REBOTE,solicita llamada
585,2025-05-13T00:00:00.000000000,100569,tlv ,TC,14927.06,0.1967,NO_INTERESADO,mail abierto
586,2025-01-28T00:00:00.000000000,100527,app ,PP,9487.42,0.1647,NO_INTERESADO,no contesta
587,2025-04-07T00:00:00.000000000,100359,HTML,PP,6007.83,0.3563,VENTA,cliente interesado
588,2025-03-15T00:00:00.000000000,100411,TLV,PP,7066.9,0.3059,SIN_CONTACTO,cliente interesado
589,2025-03-28T00:00:00.000000000,100548,SMS,PP,7977.66,0.236,NO_INTERESADO,numero invalido
590,2025-03-31T00:00:00.000000000,100375,HTML,PP,18184.91,0.394,NO_INTERESADO,mail abierto
591,2025-06-02T00:00:00.000000000,100590,HTML,PP,3809.96,0.368,VENTA,numero invalido
592,2025-01-08T00:00:00.000000000,100040,SMS,Extracash,8404.69,0.3254,SIN_CONTACTO,sin respuesta
593,2025-05-15T00:00:00.000000000,100113,HTML,TC,4654.76,0.185,NO_INTERESADO,numero invalido
594,2025-03-27T00:00:00.000000000,100517,SMS,Extracash,16110.14,0.2845,NO_INTERESADO,solicita llamada
595,2025-03-12T00:00:00.000000000,100130,SMS,Extracash,14995.81,0.3663,NO_INTERESADO,mail abierto
596,2025-04-01T00:00:00.000000000,100178,SMS,PP,8489.77,0.4723,SIN_CONTACTO,cliente interesado
597,2025-02-02T00:00:00.000000000,100264,TLV,Seguro,9572.08,0.1864,VENTA,sin respuesta
598,2025-04-12T00:00:00.000000000,100543,TLV,PP,2693.57,0.1258,NO_INTERESADO,mail abierto
599,2025-01-12T00:00:00.000000000,100547,HTML,TC,5353.76,0.2865,SIN_CONTACTO,sin respuesta
600,2025-04-30T00:00:00.000000000,100001,APP,PP,10494.22,0.0531,VENTA,no contesta
601,2025-01-14T00:00:00.000000000,100083,SMS,PP,7663.35,0.1837,NO_INTERESADO,solicita llamada
602,2025-05-12T00:00:00.000000000,100085,HTML,PP,20097.69,0.4073,REBOTE,solicita llamada
603,2025-02-06T00:00:00.000000000,100014,SMS,PP,8490.08,0.4809,SIN_CONTACTO,solicita llamada
604,2025-04-11T00:00:00.000000000,100277,HTML,TC,15155.61,0.3237,NO_CALIFICA,cliente interesado
605,2025-04-19T00:00:00.000000000,100384,HTML,PP,9277.22,0.428,NO_INTERESADO,numero invalido
606,2025-04-14T00:00:00.000000000,100259,SMS,PP,23167.73,0.117,VENTA,solicita llamada
607,2025-01-17T00:00:00.000000000,100435,HTML,Seguro,17001.02,0.1872,NO_INTERESADO,numero invalido
608,2025-06-18T00:00:00.000000000,100330,TLV,PP,6203.13,0.2289,VENTA,numero invalido
609,2025-02-14T00:00:00.000000000,100135,TLV,TC,5677.47,0.3057,NO_INTERESADO,no contesta
610,2025-02-04T00:00:00.000000000,100177,APP,TC,14650.19,0.5024,REBOTE,numero invalido
611,2025-06-01T00:00:00.000000000,100545,tlv ,TC,14750.71,0.2179,NO_INTERESADO,mail abierto
612,2025-01-15T00:00:00.000000000,100258,SMS,PP,8208.15,0.1305,NO_INTERESADO,mail abierto
613,2025-06-25T00:00:00.000000000,100039,SMS,Extracash,10089.63,0.4199,SIN_CONTACTO,cliente interesado
614,2025-06-16T00:00:00.000000000,100429,HTML,PP,18228.13,0.2994,VENTA,numero invalido
615,2025-05-18T00:00:00.000000000,100598,TLV,PP,21164.87,0.5549,REBOTE,numero invalido
616,2025-03-20T00:00:00.000000000,100152,html ,TC,9132.16,0.1491,NO_INTERESADO,sin respuesta
617,2025-03-02T00:00:00.000000000,100497,TLV,Extracash,12984.19,0.2314,SIN_CONTACTO,no contesta
618,2025-04-17T00:00:00.000000000,100548,HTML,PP,18312.77,0.4741,SIN_CONTACTO,no contesta
619,2025-02-13T00:00:00.000000000,100583,HTML,PP,10397.13,0.3212,SIN_CONTACTO,mail abierto
620,2025-03-26T00:00:00.000000000,100041,TLV,PP,7349.96,0.4279,NO_INTERESADO,sin respuesta
621,2025-01-18T00:00:00.000000000,100195,TLV,Seguro,11865.68,0.4045,NO_INTERESADO,cliente interesado
622,2025-06-08T00:00:00.000000000,100014,SMS,Extracash,8044.95,0.3225,VENTA,mail abierto
623,2025-04-29T00:00:00.000000000,100412,app ,TC,4833.3,0.4804,NO_INTERESADO,cliente interesado
624,2025-06-08T00:00:00.000000000,100201,sms,Extracash,7118.16,0.2379,REBOTE,cliente interesado
625,2025-03-05T00:00:00.000000000,100573,HTML,PP,5253.64,0.5027,SIN_CONTACTO,sin respuesta
626,2025-06-08T00:00:00.000000000,100548,SMS,Extracash,19696.5,0.1317,SIN_CONTACTO,no contesta
627,2025-05-23T00:00:00.000000000,100419,SMS,PP,20179.66,0.3996,VENTA,cliente interesado
628,2025-01-30T00:00:00.000000000,100009,APP,Seguro,13678.55,0.463,SIN_CONTACTO,cliente interesado
629,2025-04-01T00:00:00.000000000,100465,APP,PP,9383.93,0.2398,NO_CALIFICA,sin respuesta
630,2025-06-07T00:00:00.000000000,100190,APP,TC,15433.62,0.4192,REBOTE,cliente interesado
631,2025-06-23T00:00:00.000000000,100238,TLV,PP,7650.43,0.1568,NO_INTERESADO,sin respuesta
632,2025-02-09T00:00:00.000000000,100535,sms,Seguro,10912.13,0.3931,REBOTE,cliente interesado
633,2025-01-29T00:00:00.000000000,100128,html ,TC,7525.97,0.5243,NO_INTERESADO,no contesta
634,2025-06-15T00:00:00.000000000,100351,APP,Seguro,8074.35,0.1018,NO_INTERESADO,no contesta
635,2025-05-09T00:00:00.000000000,100114,html ,TC,17497.46,0.296,NO_INTERESADO,sin respuesta
636,2025-05-06T00:00:00.000000000,100401,sms,TC,13789.06,0.082,NO_INTERESADO,sin respuesta
637,2025-01-13T00:00:00.000000000,100458,app ,PP,9590.91,0.5219,NO_INTERESADO,mail abierto
638,2025-02-27T00:00:00.000000000,100479,HTML,PP,15464.94,0.2614,REBOTE,cliente interesado
639,2025-06-10T00:00:00.000000000,100529,sms,TC,5143.18,0.2437,SIN_CONTACTO,mail abierto
640,2025-01-18T00:00:00.000000000,100520,SMS,Seguro,4843.71,0.1589,SIN_CONTACTO,sin respuesta
641,2025-04-20T00:00:00.000000000,100359,html ,PP,11613.83,0.4323,REBOTE,sin respuesta
642,2025-03-05T00:00:00.000000000,100222,SMS,TC,6158.06,0.3494,SIN_CONTACTO,cliente interesado
643,2025-06-07T00:00:00.000000000,100256,TLV,PP,6497.76,0.2771,SIN_CONTACTO,cliente interesado
644,2025-04-11T00:00:00.000000000,100580,SMS,TC,11231.3,0.2154,SIN_CONTACTO,cliente interesado
645,2025-01-29T00:00:00.000000000,100442,tlv ,PP,6739.01,0.2828,SIN_CONTACTO,cliente interesado
646,2025-06-30T00:00:00.000000000,100037,TLV,PP,4034.89,0.1984,NO_INTERESADO,cliente interesado
647,2025-03-21T00:00:00.000000000,100068,TLV,PP,5195.64,0.3376,SIN_CONTACTO,no contesta
648,2025-02-20T00:00:00.000000000,100196,APP,PP,1793.93,0.3384,NO_INTERESADO,no contesta
649,2025-05-01T00:00:00.000000000,100124,TLV,Extracash,13178.77,0.1955,REBOTE,mail abierto
650,2025-04-05T00:00:00.000000000,100589,HTML,TC,5960.07,0.1708,NO_INTERESADO,numero invalido
651,2025-02-24T00:00:00.000000000,100079,TLV,PP,22835.42,0.2196,NO_INTERESADO,cliente interesado
652,2025-04-27T00:00:00.000000000,100548,SMS,PP,6606.85,0.4599,NO_INTERESADO,sin respuesta
653,2025-01-10T00:00:00.000000000,100088,TLV,Extracash,2215.51,0.2004,SIN_CONTACTO,no contesta
654,2025-04-15T00:00:00.000000000,100443,SMS,Extracash,4714.87,0.197,VENTA,solicita llamada
655,2025-03-10T00:00:00.000000000,100212,HTML,Extracash,13021.63,0.1836,NO_INTERESADO,sin respuesta
656,2025-02-09T00:00:00.000000000,100358,tlv ,PP,15541.47,0.2358,SIN_CONTACTO,sin respuesta
657,2025-01-15T00:00:00.000000000,100336,SMS,Extracash,8466.57,0.2971,REBOTE,sin respuesta
658,2025-02-09T00:00:00.000000000,100309,APP,PP,4488.51,0.214,NO_INTERESADO,no contesta
659,2025-06-27T00:00:00.000000000,100068,APP,Seguro,13077.42,0.0577,NO_INTERESADO,mail abierto
660,2025-04-10T00:00:00.000000000,100418,HTML,Extracash,6024.56,0.2342,VENTA,cliente interesado
661,2025-04-06T00:00:00.000000000,100259,SMS,TC,14569.66,0.3211,SIN_CONTACTO,mail abierto
662,2025-05-19T00:00:00.000000000,100193,sms,PP,12225.68,0.1948,SIN_CONTACTO,solicita llamada
663,2025-02-27T00:00:00.000000000,100101,APP,PP,14037.66,0.2992,NO_INTERESADO,cliente interesado
664,2025-06-13T00:00:00.000000000,100508,SMS,PP,12487.23,0.2022,NO_INTERESADO,cliente interesado
665,2025-06-14T00:00:00.000000000,100589,TLV,TC,5743.94,0.3196,NO_INTERESADO,solicita llamada
666,2025-03-12T00:00:00.000000000,100442,HTML,TC,5868.06,0.145,NO_INTERESADO,numero invalido
667,2025-06-27T00:00:00.000000000,100410,SMS,PP,8807.86,0.1952,SIN_CONTACTO,sin respuesta
668,2025-05-05T00:00:00.000000000,100582,HTML,PP,15223.33,0.4145,NO_INTERESADO,sin respuesta
669,2025-05-05T00:00:00.000000000,100272,html ,PP,6439.42,0.7458,REBOTE,cliente interesado
670,2025-03-02T00:00:00.000000000,100564,HTML,PP,12725.56,0.2979,NO_INTERESADO,sin respuesta
671,2025-04-16T00:00:00.000000000,100238,HTML,TC,12385.39,0.4477,NO_INTERESADO,no contesta
672,2025-03-05T00:00:00.000000000,100346,SMS,Extracash,11594.36,0.4867,VENTA,solicita llamada
673,2025-02-22T00:00:00.000000000,100239,tlv ,PP,5074.44,0.2519,NO_INTERESADO,mail abierto
674,2025-02-02T00:00:00.000000000,100363,SMS,PP,18232.93,0.6729,SIN_CONTACTO,solicita llamada
675,2025-03-03T00:00:00.000000000,100385,TLV,PP,2962.97,0.5681,NO_INTERESADO,mail abierto
676,2025-03-11T00:00:00.000000000,100421,TLV,TC,10478.14,0.548,NO_INTERESADO,solicita llamada
677,2025-06-28T00:00:00.000000000,100478,APP,TC,14911.56,0.5262,NO_INTERESADO,solicita llamada
678,2025-02-19T00:00:00.000000000,100486,app ,Extracash,14976.69,0.1438,NO_INTERESADO,sin respuesta
679,2025-05-21T00:00:00.000000000,100394,sms,TC,8454.29,0.028,VENTA,mail abierto
680,2025-05-19T00:00:00.000000000,100330,sms,PP,7473.56,0.4805,REBOTE,solicita llamada
681,2025-05-13T00:00:00.000000000,100585,TLV,Seguro,5652.54,0.4107,NO_INTERESADO,solicita llamada
682,2025-05-17T00:00:00.000000000,100052,sms,Seguro,8956.76,0.6499,SIN_CONTACTO,numero invalido
683,2025-04-13T00:00:00.000000000,100295,SMS,PP,6434.52,0.2102,NO_INTERESADO,solicita llamada
684,2025-01-10T00:00:00.000000000,100392,APP,Seguro,13248.56,0.1453,NO_INTERESADO,solicita llamada
685,2025-01-29T00:00:00.000000000,100452,SMS,PP,7115.55,0.2325,NO_INTERESADO,no contesta
686,2025-05-24T00:00:00.000000000,100546,HTML,TC,4512.55,0.462,NO_CALIFICA,no contesta
687,2025-01-27T00:00:00.000000000,100390,sms,PP,3915.16,0.5349,NO_INTERESADO,no contesta
688,2025-04-14T00:00:00.000000000,100396,TLV,PP,5670.4,0.4485,REBOTE,cliente interesado
689,2025-02-24T00:00:00.000000000,100407,SMS,TC,8791.16,0.354,VENTA,sin respuesta
690,2025-03-12T00:00:00.000000000,100402,TLV,PP,7856.28,0.4595,NO_INTERESADO,sin respuesta
691,2025-03-20T00:00:00.000000000,100009,SMS,TC,14852.13,0.1047,SIN_CONTACTO,mail abierto
692,2025-02-19T00:00:00.000000000,100072,app ,PP,7610.0,0.3245,REBOTE,no contesta
693,2025-01-15T00:00:00.000000000,100281,TLV,PP,4366.44,0.0838,SIN_CONTACTO,no contesta
694,2025-01-09T00:00:00.000000000,100177,SMS,PP,12095.39,0.0745,REBOTE,sin respuesta
695,2025-03-11T00:00:00.000000000,100342,APP,Seguro,4486.06,0.1042,NO_INTERESADO,cliente interesado
696,2025-04-02T00:00:00.000000000,100372,TLV,Seguro,11832.59,0.5214,REBOTE,no contesta
697,2025-04-03T00:00:00.000000000,100240,html ,PP,4687.72,0.4817,SIN_CONTACTO,mail abierto
698,2025-02-28T00:00:00.000000000,100131,SMS,TC,10307.79,0.4171,NO_INTERESADO,no contesta
699,2025-06-07T00:00:00.000000000,100291,APP,Extracash,37498.06,0.1298,NO_INTERESADO,cliente interesado
700,2025-02-28T00:00:00.000000000,100150,HTML,TC,4552.57,0.415,VENTA,cliente interesado
701,2025-04-11T00:00:00.000000000,100012,HTML,PP,7135.72,0.2658,NO_INTERESADO,mail abierto
702,2025-01-06T00:00:00.000000000,100447,APP,Extracash,23058.27,0.1723,NO_INTERESADO,solicita llamada
703,2025-03-27T00:00:00.000000000,100320,HTML,TC,9300.0,0.4856,SIN_CONTACTO,solicita llamada
704,2025-04-05T00:00:00.000000000,100583,SMS,TC,3460.68,0.1103,SIN_CONTACTO,sin respuesta
705,2025-01-03T00:00:00.000000000,100529,sms,TC,12486.12,0.5248,NO_INTERESADO,no contesta
706,2025-02-02T00:00:00.000000000,100361,HTML,TC,5975.64,0.4624,SIN_CONTACTO,cliente interesado
707,2025-04-01T00:00:00.000000000,100528,APP,PP,13928.26,0.277,SIN_CONTACTO,cliente interesado
708,2025-02-17T00:00:00.000000000,100499,TLV,Seguro,4362.75,0.0678,REBOTE,numero invalido
709,2025-05-09T00:00:00.000000000,100517,SMS,PP,10847.58,0.1183,NO_INTERESADO,solicita llamada
710,2025-05-13T00:00:00.000000000,100296,sms,Extracash,10775.24,0.0652,VENTA,numero invalido
711,2025-03-13T00:00:00.000000000,100345,HTML,TC,5441.97,0.2555,SIN_CONTACTO,solicita llamada
712,2025-06-29T00:00:00.000000000,100292,APP,PP,10965.29,0.3581,NO_INTERESADO,no contesta
713,2025-04-25T00:00:00.000000000,100131,SMS,TC,5192.89,0.0834,REBOTE,mail abierto
714,2025-02-07T00:00:00.000000000,100124,tlv ,PP,4655.44,0.1962,REBOTE,solicita llamada
715,2025-04-21T00:00:00.000000000,100469,SMS,Extracash,14978.7,0.2852,NO_INTERESADO,cliente interesado
716,2025-05-16T00:00:00.000000000,100465,HTML,PP,15496.3,0.252,SIN_CONTACTO,cliente interesado
717,2025-04-04T00:00:00.000000000,100085,SMS,PP,7852.62,0.1986,REBOTE,solicita llamada
718,2025-01-11T00:00:00.000000000,100506,SMS,PP,10817.71,0.4468,SIN_CONTACTO,numero invalido
719,2025-03-02T00:00:00.000000000,100213,TLV,PP,6416.34,0.1889,SIN_CONTACTO,solicita llamada
720,2025-01-03T00:00:00.000000000,100046,TLV,TC,5231.75,0.3272,NO_INTERESADO,solicita llamada
721,2025-01-13T00:00:00.000000000,100286,APP,Seguro,11158.33,0.0518,NO_INTERESADO,no contesta
722,2025-03-12T00:00:00.000000000,100417,APP,Seguro,6305.22,0.4408,REBOTE,numero invalido
723,2025-06-21T00:00:00.000000000,100422,TLV,TC,10137.49,0.0842,SIN_CONTACTO,cliente interesado
724,2025-02-11T00:00:00.000000000,100376,TLV,TC,10295.5,0.1555,SIN_CONTACTO,sin respuesta
725,2025-06-08T00:00:00.000000000,100366,tlv ,PP,18337.19,0.3222,REBOTE,mail abierto
726,2025-05-09T00:00:00.000000000,100237,TLV,Seguro,11828.37,0.5229,REBOTE,no contesta
727,2025-02-21T00:00:00.000000000,100268,SMS,PP,12474.04,0.2593,NO_CALIFICA,cliente interesado
728,2025-06-22T00:00:00.000000000,100173,APP,Extracash,17692.19,0.2867,NO_INTERESADO,no contesta
729,2025-05-01T00:00:00.000000000,100180,HTML,Extracash,10161.44,0.7245,VENTA,numero invalido
730,2025-06-02T00:00:00.000000000,100446,SMS,PP,12427.63,0.1328,NO_INTERESADO,no contesta
731,2025-02-04T00:00:00.000000000,100314,APP,Extracash,14179.39,0.2259,VENTA,solicita llamada
732,2025-03-25T00:00:00.000000000,100354,HTML,TC,17852.95,0.0773,REBOTE,numero invalido
733,2025-04-08T00:00:00.000000000,100154,TLV,PP,5600.99,0.4469,NO_INTERESADO,no contesta
734,2025-02-01T00:00:00.000000000,100395,HTML,Seguro,7084.01,0.2405,REBOTE,cliente interesado
735,2025-02-19T00:00:00.000000000,100594,HTML,TC,6990.35,0.2115,NO_INTERESADO,cliente interesado
736,2025-01-22T00:00:00.000000000,100325,HTML,PP,3171.7,0.0786,NO_INTERESADO,solicita llamada
737,2025-04-26T00:00:00.000000000,100507,TLV,Seguro,7696.94,0.1412,NO_INTERESADO,no contesta
738,2025-05-05T00:00:00.000000000,100395,sms,PP,6510.15,0.1194,NO_INTERESADO,cliente interesado
739,2025-04-29T00:00:00.000000000,100220,app ,PP,27857.84,0.0645,VENTA,sin respuesta
740,2025-01-09T00:00:00.000000000,100404,TLV,TC,17301.94,0.3415,SIN_CONTACTO,no contesta
741,2025-02-14T00:00:00.000000000,100564,SMS,TC,7626.94,0.4278,NO_INTERESADO,cliente interesado
742,2025-05-31T00:00:00.000000000,100416,sms,TC,6980.62,0.3569,SIN_CONTACTO,no contesta
743,2025-01-15T00:00:00.000000000,100362,TLV,PP,14207.31,0.082,SIN_CONTACTO,sin respuesta
744,2025-01-08T00:00:00.000000000,100065,TLV,PP,5882.3,0.559,NO_INTERESADO,numero invalido
745,2025-01-01T00:00:00.000000000,100538,SMS,PP,5361.85,0.4038,REBOTE,no contesta
746,2025-06-06T00:00:00.000000000,100255,tlv ,TC,9871.19,0.3974,NO_CALIFICA,sin respuesta
747,2025-05-05T00:00:00.000000000,100213,sms,Extracash,6210.96,0.2055,SIN_CONTACTO,cliente interesado
748,2025-06-01T00:00:00.000000000,100052,sms,PP,7499.7,0.1983,REBOTE,mail abierto
749,2025-04-01T00:00:00.000000000,100499,SMS,TC,14884.77,0.29,NO_CALIFICA,cliente interesado
750,2025-01-17T00:00:00.000000000,100026,HTML,Seguro,2520.35,0.4976,VENTA,mail abierto
751,2025-05-24T00:00:00.000000000,100072,SMS,PP,9830.17,0.3109,NO_INTERESADO,cliente interesado
752,2025-06-04T00:00:00.000000000,100504,SMS,TC,5303.56,0.5183,NO_INTERESADO,cliente interesado
753,2025-02-17T00:00:00.000000000,100561,APP,PP,3329.01,0.3871,NO_INTERESADO,mail abierto
754,2025-04-14T00:00:00.000000000,100483,sms,TC,7436.09,0.4225,SIN_CONTACTO,mail abierto
755,2025-05-12T00:00:00.000000000,100290,sms,PP,31556.36,0.3552,NO_CALIFICA,sin respuesta
756,2025-03-19T00:00:00.000000000,100015,sms,TC,5016.08,0.336,SIN_CONTACTO,solicita llamada
757,2025-06-16T00:00:00.000000000,100125,TLV,PP,9627.43,0.179,SIN_CONTACTO,no contesta
758,2025-01-14T00:00:00.000000000,100455,HTML,Extracash,5980.18,0.0662,NO_INTERESADO,cliente interesado
759,2025-04-02T00:00:00.000000000,100048,HTML,PP,20136.27,0.3387,VENTA,solicita llamada
760,2025-06-07T00:00:00.000000000,100159,SMS,PP,16487.93,0.3263,NO_INTERESADO,solicita llamada
761,2025-01-21T00:00:00.000000000,100440,HTML,TC,21731.94,0.403,NO_INTERESADO,solicita llamada
762,2025-01-06T00:00:00.000000000,100192,APP,Extracash,8452.24,0.1043,NO_INTERESADO,sin respuesta
763,2025-06-02T00:00:00.000000000,100282,html ,Seguro,6044.52,0.2579,NO_INTERESADO,sin respuesta
764,2025-02-13T00:00:00.000000000,100106,SMS,Extracash,7466.13,0.1505,NO_INTERESADO,cliente interesado
765,2025-06-28T00:00:00.000000000,100182,tlv ,Seguro,15544.98,0.4187,NO_INTERESADO,sin respuesta
766,2025-03-02T00:00:00.000000000,100093,HTML,Extracash,5176.83,0.4086,VENTA,cliente interesado
767,2025-06-13T00:00:00.000000000,100569,app ,PP,9458.17,0.1502,NO_INTERESADO,sin respuesta
768,2025-03-28T00:00:00.000000000,100052,APP,Seguro,18263.94,0.2725,NO_INTERESADO,mail abierto
769,2025-02-06T00:00:00.000000000,100177,SMS,PP,2453.43,0.2756,NO_INTERESADO,mail abierto
770,2025-01-19T00:00:00.000000000,100449,HTML,Extracash,12482.62,0.3389,SIN_CONTACTO,solicita llamada
771,2025-05-05T00:00:00.000000000,100076,HTML,PP,5581.73,0.3922,NO_INTERESADO,cliente interesado
772,2025-01-18T00:00:00.000000000,100223,HTML,PP,6023.38,0.3777,NO_INTERESADO,sin respuesta
773,2025-06-27T00:00:00.000000000,100332,SMS,PP,17838.83,0.2122,VENTA,cliente interesado
774,2025-02-16T00:00:00.000000000,100099,HTML,PP,5876.19,0.0864,NO_INTERESADO,cliente interesado
775,2025-06-18T00:00:00.000000000,100217,sms,PP,9834.98,0.0854,SIN_CONTACTO,numero invalido
776,2025-05-29T00:00:00.000000000,100441,APP,Extracash,2604.59,0.3707,NO_INTERESADO,solicita llamada
777,2025-05-02T00:00:00.000000000,100276,tlv ,TC,26245.56,0.1813,VENTA,sin respuesta
