contacto_id,fecha_contacto,cliente_id,canal,producto,monto_ofertado,score_modelo,resultado,comentario
650,2025-04-08T00:00:00.000000000,100362,HTML,TC,9587.35,0.1583,SIN_CONTACTO,sin respuesta
651,2025-06-02T00:00:00.000000000,100108,HTML,PP,18994.53,0.6643,VENTA,mail abierto
652,2025-01-11T00:00:00.000000000,100568,TLV,PP,6836.32,0.3401,SIN_CONTACTO,solicita llamada
653,2025-04-18T00:00:00.000000000,100587,SMS,TC,8615.39,0.1658,NO_CALIFICA,mail abierto
654,2025-01-28T00:00:00.000000000,100165,HTML,PP,5169.6,,VENTA,mail abierto
655,2025-05-18T00:00:00.000000000,100391,SMS,PP,8523.25,0.1454,NO_INTERESADO,solicita llamada
656,2025-05-17T00:00:00.000000000,100368,tlv ,PP,5182.03,0.31,VENTA,sin respuesta
657,2025-06-16T00:00:00.000000000,100024,app ,PP,5220.19,0.5025,SIN_CONTACTO,numero invalido
658,2025-05-03T00:00:00.000000000,100302,TLV,TC,4072.12,0.3548,VENTA,mail abierto
659,2025-05-05T00:00:00.000000000,100065,tlv ,Seguro,6635.37,0.3204,SIN_CONTACTO,solicita llamada
660,2025-01-26T00:00:00.000000000,100572,SMS,PP,23692.35,0.1233,NO_INTERESADO,numero invalido
661,2025-01-16T00:00:00.000000000,100003,TLV,PP,8593.48,0.3201,VENTA,solicita llamada
662,2025-01-22T00:00:00.000000000,100130,HTML,TC,9812.04,0.1086,REBOTE,cliente interesado
663,2025-06-07T00:00:00.000000000,100167,SMS,PP,28845.83,0.4579,SIN_CONTACTO,mail abierto
664,2025-06-02T00:00:00.000000000,100388,sms,PP,6340.91,0.0448,REBOTE,cliente interesado
665,2025-03-21T00:00:00.000000000,100137,APP,TC,5231.81,0.1655,SIN_CONTACTO,sin respuesta
666,2025-03-27T00:00:00.000000000,100054,HTML,PP,S/ 11675.93,0.2449,NO_INTERESADO,solicita llamada
667,2025-01-10T00:00:00.000000000,100565,SMS,PP,4623.85,0.189,REBOTE,solicita llamada
668,2025-02-27T00:00:00.000000000,100326,TLV,PP,10564.7,0.2936,NO_INTERESADO,solicita llamada
669,2025-01-24T00:00:00.000000000,100118,APP,Extracash,16321.71,0.4104,NO_CALIFICA,cliente interesado
670,2025-05-11T00:00:00.000000000,100575,SMS,PP,5007.51,0.0738,NO_INTERESADO,sin respuesta
671,2025-02-07T00:00:00.000000000,100565,APP,Extracash,6728.84,0.3058,NO_CALIFICA,numero invalido
672,2025-05-02T00:00:00.000000000,100431,tlv ,TC,21737.28,0.1234,NO_INTERESADO,solicita llamada
673,2025-06-06T00:00:00.000000000,100088,html ,Extracash,5061.82,0.2636,VENTA,mail abierto
674,2025-06-29T00:00:00.000000000,100018,sms,TC,6182.32,0.1109,NO_INTERESADO,cliente interesado
675,2025-04-10T00:00:00.000000000,100010,TLV,TC,10048.01,0.1072,NO_CALIFICA,mail abierto
676,2025-01-19T00:00:00.000000000,100590,APP,Extracash,7497.31,0.3587,NO_INTERESADO,mail abierto
677,2025-05-01T00:00:00.000000000,100351,SMS,PP,5646.93,0.433,REBOTE,sin respuesta
678,2025-05-20T00:00:00.000000000,100323,sms,PP,20640.97,0.4571,NO_INTERESADO,cliente interesado
679,2025-05-26T00:00:00.000000000,100421,TLV,TC,6515.41,,REBOTE,numero invalido
680,2025-03-25T00:00:00.000000000,100347,sms,TC,10557.16,0.1443,SIN_CONTACTO,numero invalido
681,2025-04-21T00:00:00.000000000,100342,SMS,TC,7129.34,0.306,REBOTE,solicita llamada
682,2025-02-14T00:00:00.000000000,100567,TLV,PP,7846.48,0.5295,VENTA,sin respuesta
683,2025-01-27T00:00:00.000000000,100599,TLV,Seguro,S/ 4285.79,0.1167,SIN_CONTACTO,mail abierto
684,2025-04-01T00:00:00.000000000,100350,APP,TC,14462.16,0.0738,NO_INTERESADO,cliente interesado
685,2025-03-29T00:00:00.000000000,100370,HTML,TC,7058.34,0.0738,NO_INTERESADO,numero invalido
686,2025-01-04T00:00:00.000000000,100132,HTML,PP,17392.82,0.3164,NO_INTERESADO,mail abierto
687,2025-06-24T00:00:00.000000000,100238,HTML,PP,4785.76,0.3151,REBOTE,numero invalido
688,2025-01-23T00:00:00.000000000,100257,SMS,PP,6858.91,0.192,SIN_CONTACTO,sin respuesta
689,2025-02-07T00:00:00.000000000,100560,TLV,Seguro,S/ 11410.92,0.3678,NO_INTERESADO,solicita llamada
690,2025-01-20T00:00:00.000000000,100449,TLV,PP,9390.52,0.0593,VENTA,no contesta
691,2025-04-17T00:00:00.000000000,100397,SMS,TC,6260.01,0.5051,SIN_CONTACTO,solicita llamada
692,2025-05-06T00:00:00.000000000,100237,APP,Extracash,8243.41,0.2314,VENTA,mail abierto
693,2025-05-24T00:00:00.000000000,100508,SMS,TC,4459.77,0.1866,VENTA,cliente interesado
694,2025-05-09T00:00:00.000000000,100101,APP,Extracash,9120.2,0.3307,SIN_CONTACTO,numero invalido
695,2025-01-05T00:00:00.000000000,100273,HTML,PP,2179.16,0.4527,REBOTE,sin respuesta
696,2025-02-14T00:00:00.000000000,100233,HTML,PP,9707.52,0.1974,NO_INTERESADO,mail abierto
697,2025-05-15T00:00:00.000000000,100488,HTML,PP,18159.2,0.2313,VENTA,solicita llamada
698,2025-02-25T00:00:00.000000000,100061,HTML,TC,14215.12,0.0884,NO_CALIFICA,numero invalido
699,2025-05-14T00:00:00.000000000,100083,HTML,TC,13901.02,0.0804,REBOTE,mail abierto
700,2025-05-20T00:00:00.000000000,100059,sms,PP,7093.88,0.0914,NO_INTERESADO,cliente interesado
701,2025-01-28T00:00:00.000000000,100431,HTML,Seguro,11483.07,0.4419,VENTA,no contesta
702,2025-03-12T00:00:00.000000000,100072,HTML,PP,7160.27,0.2682,VENTA,no contesta
703,2025-03-19T00:00:00.000000000,100559,html ,PP,8443.97,0.4276,SIN_CONTACTO,mail abierto
704,2025-03-05T00:00:00.000000000,100305,app ,TC,8400.84,0.436,REBOTE,solicita llamada
705,2025-05-25T00:00:00.000000000,100138,HTML,TC,1491.07,0.1948,SIN_CONTACTO,cliente interesado
706,2025-06-21T00:00:00.000000000,100192,SMS,Extracash,14450.29,0.5768,REBOTE,sin respuesta
707,2025-01-21T00:00:00.000000000,100126,HTML,TC,11272.21,0.1722,NO_INTERESADO,sin respuesta
708,2025-04-09T00:00:00.000000000,100107,APP,PP,13834.71,0.3717,SIN_CONTACTO,numero invalido
709,2025-01-26T00:00:00.000000000,100046,HTML,TC,5355.74,0.2799,NO_INTERESADO,numero invalido
710,2025-04-08T00:00:00.000000000,100443,TLV,PP,12787.65,0.4109,NO_CALIFICA,solicita llamada
711,2025-05-07T00:00:00.000000000,100018,SMS,PP,11430.03,0.581,NO_INTERESADO,sin respuesta
712,2025-04-21T00:00:00.000000000,100366,HTML,Extracash,2716.26,0.2403,NO_INTERESADO,numero invalido
713,2025-01-16T00:00:00.000000000,100360,HTML,Seguro,3483.19,0.098,SIN_CONTACTO,solicita llamada
714,2025-01-08T00:00:00.000000000,100491,HTML,Extracash,9107.3,0.3301,NO_INTERESADO,sin respuesta
715,2025-06-07T00:00:00.000000000,100147,TLV,PP,S/ 6233.07,0.185,VENTA,solicita llamada
716,2025-03-14T00:00:00.000000000,100096,SMS,TC,8780.77,0.2509,VENTA,solicita llamada
717,2025-04-22T00:00:00.000000000,100255,SMS,Extracash,6313.28,0.2601,SIN_CONTACTO,sin respuesta
718,2025-05-23T00:00:00.000000000,100372,SMS,Extracash,19555.77,0.2004,NO_INTERESADO,solicita llamada
719,2025-01-05T00:00:00.000000000,100139,SMS,PP,3240.15,0.121,NO_INTERESADO,mail abierto
720,2025-04-28T00:00:00.000000000,100157,HTML,PP,4304.94,0.5538,NO_INTERESADO,numero invalido
721,2025-06-10T00:00:00.000000000,100445,html ,TC,5282.54,0.5356,NO_INTERESADO,no contesta
722,2025-06-11T00:00:00.000000000,100297,html ,PP,4299.4,0.27,NO_INTERESADO,sin respuesta
723,2025-05-20T00:00:00.000000000,100541,APP,PP,6521.65,0.6682,SIN_CONTACTO,mail abierto
724,2025-02-26T00:00:00.000000000,100267,HTML,PP,,0.2187,SIN_CONTACTO,sin respuesta
725,2025-04-02T00:00:00.000000000,100395,TLV,TC,4356.07,0.5084,VENTA,no contesta
726,2025-03-28T00:00:00.000000000,100349,TLV,TC,10746.78,0.1189,SIN_CONTACTO,numero invalido
727,2025-01-24T00:00:00.000000000,100091,HTML,Extracash,17756.01,0.3874,REBOTE,cliente interesado
728,2025-02-12T00:00:00.000000000,100342,SMS,TC,S/ 15819.89,0.2782,NO_CALIFICA,numero invalido
729,2025-04-27T00:00:00.000000000,100450,SMS,TC,25646.21,0.2085,VENTA,no contesta
730,2025-02-03T00:00:00.000000000,100551,SMS,TC,16167.21,0.2566,NO_CALIFICA,mail abierto
731,2025-02-25T00:00:00.000000000,100031,SMS,Extracash,8723.49,0.3268,NO_INTERESADO,solicita llamada
732,2025-01-17T00:00:00.000000000,100374,TLV,TC,22777.27,0.1646,VENTA,sin respuesta
733,2025-05-29T00:00:00.000000000,100330,HTML,TC,12892.3,0.0185,REBOTE,numero invalido
734,2025-02-05T00:00:00.000000000,100210,HTML,Seguro,23955.71,0.2074,SIN_CONTACTO,mail abierto
735,2025-05-01T00:00:00.000000000,100183,,PP,8015.06,0.2208,SIN_CONTACTO,numero invalido
736,2025-01-30T00:00:00.000000000,100476,SMS,PP,2916.15,0.2168,NO_INTERESADO,cliente interesado
737,2025-02-23T00:00:00.000000000,100268,sms,TC,4786.45,0.1194,NO_CALIFICA,numero invalido
738,2025-03-21T00:00:00.000000000,100096,TLV,TC,9767.56,0.2859,VENTA,cliente interesado
739,2025-04-26T00:00:00.000000000,100498,SMS,Seguro,11883.54,0.139,NO_INTERESADO,sin respuesta
740,2025-03-16T00:00:00.000000000,100465,TLV,PP,7970.96,0.4209,SIN_CONTACTO,cliente interesado
741,2025-04-07T00:00:00.000000000,100404,sms,TC,15103.34,0.407,NO_INTERESADO,cliente interesado
742,2025-05-19T00:00:00.000000000,100346,SMS,TC,4836.86,0.1962,SIN_CONTACTO,mail abierto
743,2025-03-27T00:00:00.000000000,100491,TLV,PP,S/ 6128.36,0.3242,NO_INTERESADO,mail abierto
744,2025-05-21T00:00:00.000000000,100156,SMS,PP,15014.49,0.0851,VENTA,numero invalido
745,2025-06-20T00:00:00.000000000,100506,HTML,PP,9149.71,0.5465,VENTA,sin respuesta
746,2025-04-08T00:00:00.000000000,100451,tlv ,PP,9369.12,0.3326,SIN_CONTACTO,sin respuesta
747,2025-05-02T00:00:00.000000000,100366,SMS,PP,18771.1,0.0942,REBOTE,no contesta
748,2025-04-29T00:00:00.000000000,100068,HTML,TC,S/ 15914.95,0.1381,NO_INTERESADO,no contesta
749,2025-06-12T00:00:00.000000000,100195,APP,PP,5849.37,0.6264,NO_INTERESADO,no contesta
750,2025-03-26T00:00:00.000000000,100021,APP,TC,9913.69,0.1272,SIN_CONTACTO,cliente interesado
751,2025-06-03T00:00:00.000000000,100163,APP,TC,3618.67,0.43,NO_INTERESADO,cliente interesado
752,2025-02-26T00:00:00.000000000,100163,HTML,TC,8860.12,0.1183,NO_INTERESADO,sin respuesta
753,2025-06-07T00:00:00.000000000,100314,APP,TC,10971.63,0.0227,SIN_CONTACTO,solicita llamada
754,2025-04-02T00:00:00.000000000,100302,TLV,PP,3561.69,0.4806,REBOTE,solicita llamada
755,2025-01-17T00:00:00.000000000,100461,sms,TC,20397.78,0.0497,SIN_CONTACTO,sin respuesta
756,2025-04-25T00:00:00.000000000,100378,HTML,Extracash,S/ 25725.35,0.1267,VENTA,mail abierto
757,2025-03-02T00:00:00.000000000,100304,APP,Extracash,11609.37,0.3786,VENTA,solicita llamada
758,2025-06-22T00:00:00.000000000,100188,TLV,PP,14572.82,0.1866,NO_CALIFICA,cliente interesado
759,2025-04-05T00:00:00.000000000,100414,SMS,PP,19783.64,0.2109,SIN_CONTACTO,mail abierto
760,2025-05-28T00:00:00.000000000,100347,TLV,TC,8152.87,0.4285,NO_INTERESADO,sin respuesta
761,2025-03-21T00:00:00.000000000,100372,HTML,TC,15517.9,0.193,NO_INTERESADO,cliente interesado
762,2025-01-13T00:00:00.000000000,100588,SMS,PP,10959.1,0.3339,NO_INTERESADO,solicita llamada
763,2025-04-14T00:00:00.000000000,100033,TLV,Extracash,3976.3,0.0567,VENTA,no contesta
764,2025-04-26T00:00:00.000000000,100599,SMS,Extracash,5546.44,0.5709,NO_INTERESADO,numero invalido
765,2025-04-24T00:00:00.000000000,100558,SMS,TC,6628.17,0.4668,NO_INTERESADO,solicita llamada
766,2025-01-17T00:00:00.000000000,100432,HTML,PP,15777.91,0.2221,SIN_CONTACTO,mail abierto
767,2025-01-04T00:00:00.000000000,100311,SMS,Seguro,9432.6,0.4245,NO_INTERESADO,mail abierto
768,2025-04-23T00:00:00.000000000,100181,HTML,TC,15099.22,0.5184,REBOTE,solicita llamada
769,2025-03-28T00:00:00.000000000,100244,TLV,PP,6974.18,,REBOTE,solicita llamada
770,2025-06-03T00:00:00.000000000,100286,SMS,PP,4552.56,0.5094,VENTA,numero invalido
771,2025-02-10T00:00:00.000000000,100253,SMS,Seguro,26728.02,0.1913,SIN_CONTACTO,mail abierto
772,2025-05-07T00:00:00.000000000,100484,APP,TC,37921.25,0.3041,NO_INTERESADO,mail abierto
773,2025-02-14T00:00:00.000000000,100289,APP,PP,10975.59,0.5485,REBOTE,solicita llamada
774,2025-01-22T00:00:00.000000000,100532,HTML,PP,8066.85,0.0704,REBOTE,sin respuesta
775,2025-04-14T00:00:00.000000000,100517,SMS,Seguro,16810.92,0.0994,NO_INTERESADO,solicita llamada
776,2025-03-18T00:00:00.000000000,100570,SMS,PP,4985.19,0.4744,NO_INTERESADO,numero invalido
777,2025-03-20T00:00:00.000000000,100491,TLV,TC,8025.03,0.6242,VENTA,sin respuesta
778,2025-02-05T00:00:00.000000000,100232,SMS,TC,4192.7,0.4218,REBOTE,no contesta
779,2025-02-02T00:00:00.000000000,100198,HTML,TC,11574.44,0.4096,SIN_CONTACTO,sin respuesta
780,2025-04-30T00:00:00.000000000,100202,HTML,TC,10218.47,0.4118,NO_INTERESADO,sin respuesta
781,2025-03-12T00:00:00.000000000,100345,SMS,PP,7244.32,0.1033,SIN_CONTACTO,sin respuesta
782,2025-05-09T00:00:00.000000000,100201,SMS,TC,6350.5,0.491,REBOTE,numero invalido
783,2025-03-15T00:00:00.000000000,100454,HTML,Extracash,4010.62,0.1675,SIN_CONTACTO,numero invalido
784,2025-05-14T00:00:00.000000000,100471,APP,TC,5786.18,0.2848,SIN_CONTACTO,solicita llamada
785,2025-03-11T00:00:00.000000000,100205,TLV,TC,17199.15,0.6121,VENTA,no contesta
786,2025-03-06T00:00:00.000000000,100574,SMS,TC,7437.52,0.4456,VENTA,no contesta
787,2025-02-15T00:00:00.000000000,100380,tlv ,PP,17469.58,0.4182,REBOTE,sin respuesta
788,2025-04-19T00:00:00.000000000,100337,APP,PP,5664.74,0.5595,VENTA,numero invalido
789,2025-03-14T00:00:00.000000000,100388,APP,TC,8587.61,0.2682,NO_INTERESADO,sin respuesta
790,2025-02-07T00:00:00.000000000,100265,SMS,TC,sin dato,0.151,VENTA,solicita llamada
791,2025-01-09T00:00:00.000000000,100127,APP,PP,7809.77,0.1532,NO_CALIFICA,numero invalido
792,2025-06-18T00:00:00.000000000,100399,sms,Extracash,13479.38,0.4281,NO_INTERESADO,mail abierto
793,2025-03-09T00:00:00.000000000,100164,SMS,PP,3022.12,0.0916,NO_INTERESADO,cliente interesado
794,2025-06-19T00:00:00.000000000,100252,sms,PP,13271.94,0.3297,NO_INTERESADO,sin respuesta
795,2025-03-18T00:00:00.000000000,100261,APP,PP,12951.98,0.3892,REBOTE,mail abierto
796,2025-01-06T00:00:00.000000000,100342,tlv ,Seguro,8977.72,0.0402,NO_INTERESADO,sin respuesta
797,2025-06-30T00:00:00.000000000,100539,SMS,Extracash,S/ 9336.05,0.2003,SIN_CONTACTO,mail abierto
798,2025-04-13T00:00:00.000000000,100112,TLV,PP,7976.47,0.0716,SIN_CONTACTO,solicita llamada
799,2025-06-23T00:00:00.000000000,100403,html ,PP,12936.04,0.2487,NO_INTERESADO,sin respuesta
800,2025-05-10T00:00:00.000000000,100059,HTML,Extracash,9245.83,0.2369,SIN_CONTACTO,mail abierto
801,2025-02-06T00:00:00.000000000,100266,SMS,PP,5724.81,0.4101,NO_CALIFICA,numero invalido
802,2025-02-11T00:00:00.000000000,100243,SMS,TC,9717.21,0.1381,REBOTE,no contesta
803,2025-03-28T00:00:00.000000000,100340,APP,TC,S/ 14858.11,0.566,REBOTE,solicita llamada
804,2025-01-06T00:00:00.000000000,100161,APP,Seguro,10908.34,0.1782,NO_INTERESADO,no contesta
805,2025-02-27T00:00:00.000000000,100454,TLV,TC,9108.03,0.182,NO_INTERESADO,solicita llamada
806,2025-01-01T00:00:00.000000000,100091,TLV,PP,9993.45,0.2732,VENTA,mail abierto
807,2025-04-15T00:00:00.000000000,100060,TLV,TC,6899.19,0.3972,NO_CALIFICA,numero invalido
808,2025-05-08T00:00:00.000000000,100578,SMS,Seguro,7027.79,0.394,NO_INTERESADO,cliente interesado
809,2025-02-12T00:00:00.000000000,100266,HTML,PP,3310.46,0.0337,NO_INTERESADO,sin respuesta
810,2025-01-03T00:00:00.000000000,100417,app ,PP,8137.75,0.2212,NO_INTERESADO,solicita llamada
811,2025-02-06T00:00:00.000000000,100251,tlv ,PP,15094.87,0.2476,NO_INTERESADO,sin respuesta
812,2025-03-11T00:00:00.000000000,100232,APP,Extracash,7298.31,0.0851,REBOTE,solicita llamada
813,2025-03-03T00:00:00.000000000,100080,sms,Seguro,5555.3,0.6002,SIN_CONTACTO,numero invalido
814,2025-05-25T00:00:00.000000000,100595,sms,TC,14405.51,0.3055,SIN_CONTACTO,no contesta
815,2025-05-07T00:00:00.000000000,100206,SMS,PP,9779.61,,NO_INTERESADO,cliente interesado
816,2025-01-10T00:00:00.000000000,100064,APP,PP,9665.02,0.4696,VENTA,mail abierto
817,2025-03-19T00:00:00.000000000,100561,HTML,PP,11503.13,0.2796,REBOTE,mail abierto
818,2025-05-08T00:00:00.000000000,100209,APP,TC,12969.36,0.537,NO_INTERESADO,solicita llamada
819,2025-06-27T00:00:00.000000000,100092,APP,TC,,0.1695,REBOTE,numero invalido
820,2025-03-20T00:00:00.000000000,100530,SMS,TC,5780.08,0.5215,SIN_CONTACTO,cliente interesado
821,2025-03-25T00:00:00.000000000,100057,SMS,PP,22468.98,0.1135,NO_INTERESADO,sin respuesta
822,2025-03-12T00:00:00.000000000,100580,HTML,Seguro,9239.73,0.2298,REBOTE,no contesta
823,2025-06-17T00:00:00.000000000,100584,html ,TC,5966.75,0.1305,NO_INTERESADO,solicita llamada
824,2025-03-29T00:00:00.000000000,100475,SMS,TC,9887.91,0.3525,NO_INTERESADO,numero invalido
825,2025-03-05T00:00:00.000000000,100202,HTML,Extracash,16816.88,0.1508,SIN_CONTACTO,cliente interesado
826,2025-03-05T00:00:00.000000000,100111,TLV,PP,4251.19,0.3594,SIN_CONTACTO,solicita llamada
827,2025-04-10T00:00:00.000000000,100025,APP,TC,S/ 17890.07,0.2957,SIN_CONTACTO,cliente interesado
828,2025-06-05T00:00:00.000000000,100339,APP,PP,8350.2,0.1859,NO_INTERESADO,sin respuesta
829,2025-03-27T00:00:00.000000000,100167,HTML,TC,25667.55,0.2045,NO_INTERESADO,numero invalido
830,2025-05-02T00:00:00.000000000,100042,SMS,Seguro,12745.57,0.3132,NO_CALIFICA,cliente interesado
831,2025-03-04T00:00:00.000000000,100444,SMS,PP,8485.27,0.4121,VENTA,solicita llamada
832,2025-03-12T00:00:00.000000000,100038,APP,PP,17364.97,0.1346,REBOTE,mail abierto
833,2025-03-02T00:00:00.000000000,100525,SMS,PP,17534.55,0.3014,NO_INTERESADO,no contesta
834,2025-01-22T00:00:00.000000000,100517,SMS,TC,7459.97,0.0595,NO_INTERESADO,cliente interesado
835,2025-01-26T00:00:00.000000000,100443,APP,Extracash,10144.43,0.1837,REBOTE,solicita llamada
836,2025-04-02T00:00:00.000000000,100001,TLV,Extracash,6839.88,0.2538,SIN_CONTACTO,no contesta
837,2025-04-20T00:00:00.000000000,100337,SMS,TC,14544.21,0.2066,SIN_CONTACTO,mail abierto
838,2025-06-30T00:00:00.000000000,100058,APP,PP,4282.14,0.185,SIN_CONTACTO,no contesta
839,2025-02-15T00:00:00.000000000,100142,APP,TC,8177.83,0.2421,REBOTE,mail abierto
840,2025-06-11T00:00:00.000000000,100063,APP,TC,2926.93,0.2735,REBOTE,solicita llamada
841,2025-03-27T00:00:00.000000000,100093,TLV,PP,12236.2,,SIN_CONTACTO,numero invalido
842,2025-01-13T00:00:00.000000000,100426,sms,Seguro,2782.05,0.1265,REBOTE,cliente interesado
843,2025-06-09T00:00:00.000000000,100482,HTML,Extracash,5146.59,0.2214,REBOTE,mail abierto
844,2025-03-06T00:00:00.000000000,100377,APP,TC,10312.43,0.1253,SIN_CONTACTO,mail abierto
845,2025-06-23T00:00:00.000000000,100070,sms,PP,7457.07,0.3702,NO_CALIFICA,solicita llamada
846,2025-03-27T00:00:00.000000000,100129,HTML,TC,7106.98,0.2291,NO_INTERESADO,no contesta
847,2025-06-08T00:00:00.000000000,100346,SMS,PP,250000,0.2749,SIN_CONTACTO,mail abierto
848,2025-03-15T00:00:00.000000000,100246,html ,TC,,0.3965,SIN_CONTACTO,numero invalido
849,2025-05-15T00:00:00.000000000,100292,APP,PP,3574.19,0.2319,NO_INTERESADO,sin respuesta
850,2025-01-21T00:00:00.000000000,100570,SMS,TC,10630.15,0.2223,NO_INTERESADO,solicita llamada
851,2025-02-04T00:00:00.000000000,100579,TLV,TC,13697.63,0.1345,SIN_CONTACTO,no contesta
852,2025-02-03T00:00:00.000000000,100126,SMS,Seguro,13393.08,0.1605,NO_INTERESADO,sin respuesta
853,2025-04-04T00:00:00.000000000,100122,TLV,TC,S/ 8802.57,0.3201,NO_CALIFICA,cliente interesado
854,2025-04-07T00:00:00.000000000,100040,TLV,Extracash,17048.45,0.1225,NO_CALIFICA,solicita llamada
855,2025-02-05T00:00:00.000000000,100376,html ,PP,11443.4,0.4374,NO_INTERESADO,no contesta
856,2025-05-11T00:00:00.000000000,100388,html ,TC,14834.94,0.1169,NO_INTERESADO,cliente interesado
857,2025-05-24T00:00:00.000000000,100519,TLV,PP,11030.86,0.3081,REBOTE,solicita llamada
858,2025-05-10T00:00:00.000000000,100064,HTML,Seguro,9134.77,0.1856,REBOTE,no contesta
859,2025-04-09T00:00:00.000000000,100322,HTML,Seguro,6026.42,0.4617,SIN_CONTACTO,no contesta
860,2025-05-02T00:00:00.000000000,100333,HTML,PP,2257.06,0.1637,SIN_CONTACTO,numero invalido
861,2025-06-07T00:00:00.000000000,100314,HTML,TC,12583.87,0.4824,REBOTE,mail abierto
862,2025-05-02T00:00:00.000000000,100152,TLV,PP,8451.38,0.2178,VENTA,sin respuesta
863,2025-04-23T00:00:00.000000000,100006,TLV,TC,25440.94,0.1448,SIN_CONTACTO,solicita llamada
864,2025-01-02T00:00:00.000000000,100019,HTML,Seguro,3174.87,0.2165,NO_INTERESADO,cliente interesado
865,2025-03-07T00:00:00.000000000,100502,SMS,PP,13954.42,0.4153,NO_INTERESADO,solicita llamada
866,2025-02-09T00:00:00.000000000,100395,APP,Extracash,S/ 5459.01,0.38,REBOTE,cliente interesado
867,2025-02-28T00:00:00.000000000,100520,sms,TC,8960.58,0.3442,VENTA,solicita llamada
868,2025-03-02T00:00:00.000000000,100451,TLV,Seguro,5644.82,0.5916,SIN_CONTACTO,solicita llamada
869,2025-05-29T00:00:00.000000000,100567,APP,PP,10779.31,0.2002,NO_INTERESADO,solicita llamada
870,2025-02-16T00:00:00.000000000,100188,APP,Extracash,8836.46,0.6655,NO_INTERESADO,solicita llamada
871,2025-02-23T00:00:00.000000000,100195,APP,TC,14214.78,0.2037,NO_INTERESADO,solicita llamada
872,2025-03-12T00:00:00.000000000,100094,SMS,Extracash,9694.72,0.3786,SIN_CONTACTO,sin respuesta
873,2025-02-13T00:00:00.000000000,100132,HTML,Extracash,11535.33,0.2225,VENTA,cliente interesado
874,2025-03-14T00:00:00.000000000,100585,html ,TC,17521.67,0.3004,REBOTE,no contesta
875,2025-06-28T00:00:00.000000000,100094,HTML,PP,11780.01,0.3401,NO_INTERESADO,no contesta
876,2025-03-03T00:00:00.000000000,100146,TLV,TC,8372.29,0.211,NO_INTERESADO,mail abierto
877,2025-02-12T00:00:00.000000000,100505,SMS,Extracash,17187.67,0.0516,SIN_CONTACTO,no contesta
878,2025-01-02T00:00:00.000000000,100147,,Extracash,8465.35,0.0917,SIN_CONTACTO,sin respuesta
879,2025-06-25T00:00:00.000000000,100107,APP,TC,11122.27,0.3277,SIN_CONTACTO,cliente interesado
880,2025-06-06T00:00:00.000000000,100219,SMS,TC,7591.97,0.1367,NO_INTERESADO,numero invalido
881,2025-02-16T00:00:00.000000000,100486,APP,PP,6348.42,0.3916,REBOTE,mail abierto
882,2025-06-23T00:00:00.000000000,100143,TLV,PP,1865.53,0.2876,SIN_CONTACTO,cliente interesado
883,2025-03-14T00:00:00.000000000,100328,SMS,TC,S/ 12927.49,0.1668,NO_INTERESADO,no contesta
884,2025-04-22T00:00:00.000000000,100147,APP,PP,4912.05,0.217,VENTA,no contesta
885,2025-06-06T00:00:00.000000000,100569,html ,TC,13200.02,0.1198,SIN_CONTACTO,solicita llamada
886,2025-02-19T00:00:00.000000000,100554,HTML,TC,23106.9,0.3069,VENTA,cliente interesado
887,2025-06-04T00:00:00.000000000,100322,html ,PP,4507.86,0.2618,NO_INTERESADO,solicita llamada
888,2025-03-23T00:00:00.000000000,100049,SMS,PP,14229.49,0.55,SIN_CONTACTO,mail abierto
889,2025-01-09T00:00:00.000000000,100520,HTML,Extracash,8543.46,0.2249,NO_INTERESADO,no contesta
890,2025-06-15T00:00:00.000000000,100500,HTML,PP,11401.61,0.2226,SIN_CONTACTO,no contesta
891,2025-01-20T00:00:00.000000000,100284,SMS,TC,4808.35,0.3162,NO_CALIFICA,mail abierto
892,2025-04-19T00:00:00.000000000,100320,APP,PP,9132.48,0.3382,VENTA,solicita llamada
893,2025-04-08T00:00:00.000000000,100277,HTML,Seguro,9757.04,0.2542,NO_INTERESADO,sin respuesta
894,2025-05-07T00:00:00.000000000,100021,APP,PP,19005.39,0.2825,VENTA,mail abierto
895,2025-05-11T00:00:00.000000000,100217,TLV,TC,27611.47,0.1212,SIN_CONTACTO,sin respuesta
896,2025-05-07T00:00:00.000000000,100090,SMS,Extracash,10603.79,0.291,SIN_CONTACTO,no contesta
897,2025-05-03T00:00:00.000000000,100432,HTML,PP,7432.43,0.2908,NO_CALIFICA,sin respuesta
898,2025-06-27T00:00:00.000000000,100393,SMS,TC,28721.69,0.2926,REBOTE,mail abierto
899,2025-06-17T00:00:00.000000000,100370,HTML,PP,8512.89,0.3835,NO_INTERESADO,mail abierto
900,2025-04-29T00:00:00.000000000,100336,TLV,Seguro,8739.29,0.538,SIN_CONTACTO,solicita llamada
901,2025-01-20T00:00:00.000000000,100228,TLV,PP,9492.73,0.1455,NO_CALIFICA,numero invalido
902,2025-01-20T00:00:00.000000000,100145,app ,PP,11485.76,0.2369,VENTA,cliente interesado
903,2025-05-21T00:00:00.000000000,100007,HTML,TC,13054.74,0.2602,NO_INTERESADO,sin respuesta
904,2025-04-02T00:00:00.000000000,100174,APP,TC,6665.62,0.2923,VENTA,numero invalido
905,2025-05-18T00:00:00.000000000,100271,SMS,TC,8502.5,0.1799,SIN_CONTACTO,mail abierto
