prestamo_id,fecha_originacion,segmento,monto,plazo_meses,score_crediticio,ingreso_anual,dti,tasa_interes,default,perdida_dado_default
715090,2022-03-30,Retail,23736.38,24,655,18453,0.181,13.78,0,0
706801,2022-03-30,PYME,170208.29,36,693,222441,0.275,12.09,0,0
707580,2022-03-30,Retail,8347.4,12,693,56160,0.046,8.35,0,0
713237,2022-03-30,PYME,91755.85,60,766,303851,0.119,7.38,0,0
718766,2022-03-30,Retail,12301.35,36,663,13164,0.083,12.74,0,0
710306,2022-03-30,Retail,12218.13,48,712,62288,0.289,11.08,0,0
710229,2022-03-30,Retail,7262.54,24,767,45654,0.151,7.24,0,0
700498,2022-03-30,Retail,84851.8,60,777,42059,0.097,8.91,0,0
715330,2022-03-30,PYME,170258.93,60,663,104539,0.231,12.93,0,0
706977,2022-03-30,Retail,18298.14,60,832,31052,0.118,6.93,0,0
705925,2022-03-30,Retail,19540.84,120,797,31918,0.02,8.43,0,0
706613,2022-03-30,Retail,16081.63,84,679,60821,0.171,11.18,0,0
715906,2022-03-30,Retail,6790.02,36,703,29684,0.16,10.3,0,0
712768,2022-03-30,Retail,14585.14,60,644,116920,0.204,11.72,0,0
701310,2022-03-30,Retail,17034.39,48,628,21114,0.262,13.4,0,0
709325,2022-03-30,Retail,11047.27,60,711,18255,0.124,10.71,0,0
715560,2022-03-30,Retail,22146.52,48,622,22030,0.303,14.6,0,0
715539,2022-03-31,Corporativo,2517163.53,24,639,1059957,0.407,15.77,1,2466820.26
719808,2022-03-31,Retail,25255.69,24,699,37449,0.234,11.16,0,0
707469,2022-03-31,Retail,19143.07,36,689,19206,0.206,13.17,0,0
719697,2022-03-31,Retail,7415.23,60,695,43926,0.21,11.51,1,3279.45
713516,2022-03-31,Retail,12072.45,24,592,58193,0.356,18.39,0,0
702556,2022-03-31,Retail,7003.74,60,638,27242,0.091,11.25,0,0
715088,2022-03-31,Retail,8673.13,12,673,115407,0.371,11.77,0,0
709143,2022-03-31,PYME,177327.45,48,650,165167,0.13,12.69,1,164984.8
718540,2022-03-31,PYME,50174.38,24,796,125605,0.104,7.02,0,0
710746,2022-03-31,Retail,12643.08,36,730,35496,0.123,12.04,1,1988.76
703395,2022-03-31,Corporativo,853584.32,12,640,940317,0.217,13.25,0,0
719204,2022-03-31,Retail,12843.56,48,673,38964,0.275,11.33,0,0
706993,2022-03-31,Retail,6843.97,24,648,114671,0.202,12.32,0,0
709324,2022-03-31,Retail,16074.39,84,750,46922,0.167,10.45,0,0
702040,2022-04-01,Retail,11097.05,12,787,20429,0.118,6.78,0,0
703667,2022-04-01,Retail,15039.34,36,606,21768,0.133,12.8,0,0
710082,2022-04-01,Retail,8717.38,36,671,20486,0.441,14.25,0,0
714858,2022-04-01,Retail,12068.37,84,661,31125,0.216,14.14,0,0
704981,2022-04-01,Retail,4033.24,36,781,41119,0.181,6.89,0,0
704379,2022-04-01,Retail,16128,84,600,34055,0.145,17.73,0,0
702497,2022-04-01,Retail,13610.53,36,587,11472,0.491,16.65,1,2754.17
714023,2022-04-01,Retail,7738.47,48,731,45326,0.117,8.29,0,0
709332,2022-04-01,Retail,9933.68,36,673,49023,0.137,11.04,0,0
712017,2022-04-01,PYME,239765.32,12,663,253794,0.088,11.89,0,0
715377,2022-04-01,Retail,19488.75,60,670,50796,0.248,12.46,0,0
705107,2022-04-01,Retail,13543.4,60,635,19302,0.341,14.34,0,0
713282,2022-04-01,Corporativo,1116615.13,36,697,1152436,0.183,12.25,0,0
718770,2022-04-01,Retail,8484.62,120,834,64573,0.02,6.36,0,0
702022,2022-04-01,Retail,34221.27,24,738,29666,0.142,8.06,0,0
702392,2022-04-01,Retail,8874.23,24,626,34502,0.274,14.43,0,0
715964,2022-04-01,Retail,6415.75,60,644,49551,0.213,11.93,0,0
712083,2022-04-01,PYME,67046.56,36,706,206958,0.328,8.79,0,0
708714,2022-04-01,Retail,8046.25,84,738,40142,0.172,11.56,0,0
707461,2022-04-02,Retail,13395.34,120,656,40197,0.317,14.02,0,0
711786,2022-04-02,PYME,63391.09,36,775,70181,0.193,7.88,0,0
714798,2022-04-02,PYME,133615.25,48,606,73118,0.217,15.96,1,19457.34
714985,2022-04-02,PYME,86466.57,36,617,115185,0.124,14.88,0,0
700085,2022-04-02,Retail,24213.68,48,646,28041,0.303,14.46,0,0
713371,2022-04-02,Retail,9995.36,60,850,25908,0.02,3.12,0,0
701171,2022-04-02,PYME,113062.14,120,690,176987,0.157,11.63,0,0
703117,2022-04-02,PYME,117814.34,60,783,93151,0.041,6.37,0,0
702960,2022-04-02,PYME,21641.77,12,752,95593,0.204,7.93,0,0
714510,2022-04-02,Corporativo,509230.47,36,726,925320,0.161,8.51,0,0
710923,2022-04-02,Retail,21065.07,36,642,51605,0.239,14.36,0,0
719379,2022-04-02,PYME,88025.04,24,702,107616,0.092,9.3,0,0
704676,2022-04-02,Retail,10184.19,84,713,44182,0.131,10.44,0,0
710404,2022-04-02,Retail,21685.75,84,621,57827,0.23,14.7,0,0
718911,2022-04-02,Retail,23181.39,24,550,42301,0.221,17.89,1,3079.72
715569,2022-04-02,Retail,18098.05,120,622,42096,0.083,13.89,0,0
708364,2022-04-02,Retail,14469.66,60,678,42324,0.151,11.84,1,11328.53
702149,2022-04-02,Retail,13052.2,60,723,18129,0.079,10.08,0,0
712942,2022-04-02,Retail,6245.79,60,804,71147,0.118,6.25,0,0
712974,2022-04-03,Retail,33722.32,36,683,32987,0.199,10.62,0,0
719576,2022-04-03,PYME,35798.61,84,753,186326,0.071,8.28,0,0
716390,2022-04-03,PYME,71873.26,12,824,120819,0.025,3.84,0,0
703195,2022-04-03,Retail,7847.05,60,644,81319,0.288,14.69,0,0
705521,2022-04-03,Retail,11657.68,36,798,28556,0.02,3.84,0,0
709795,2022-04-03,Retail,37364.85,60,737,20368,0.216,8.85,0,0
715183,2022-04-03,Retail,8079.48,36,687,15226,0.049,10.1,0,0
715181,2022-04-03,PYME,75502.45,84,850,135229,0.02,3.73,0,0
719574,2022-04-03,PYME,87406.01,60,683,119752,0.291,13.65,0,0
702945,2022-04-03,Retail,13138.86,36,769,11581,0.163,9.34,0,0
711052,2022-04-03,PYME,41094.96,36,673,99087,0.203,10.02,0,0
709600,2022-04-03,Retail,24142.21,60,663,31061,0.15,9.53,0,0
703308,2022-04-03,Retail,9932.78,48,794,102741,0.02,8.24,0,0
714463,2022-04-03,Retail,10636.09,48,525,46798,0.514,18.87,1,9180.68
709938,2022-04-03,PYME,205640.79,24,720,127680,0.15,11.22,1,201527.97
711779,2022-04-03,Corporativo,554681.72,60,722,726475,0.062,9.35,0,0
714045,2022-04-03,Retail,6723.01,48,586,29233,0.291,17.5,0,0
712044,2022-04-03,Retail,9896.32,36,725,67091,0.173,10.95,1,1210.28
701823,2022-04-03,Retail,10543.72,60,834,47991,0.02,5.46,0,0
702469,2022-04-03,Retail,11332.33,36,756,24133,0.107,8.87,0,0
711591,2022-04-04,Retail,13013.93,36,652,45791,0.317,13.71,0,0
708068,2022-04-04,Retail,13962.31,48,703,40128,0.16,10.42,0,0
700672,2022-04-04,Corporativo,782478.19,84,732,657971,0.348,9.72,1,617379.18
701480,2022-04-04,Retail,14894.71,48,644,30679,0.25,13.5,0,0
704534,2022-04-04,Retail,12336.24,24,655,35206,0.306,12.39,0,0
701164,2022-04-04,Retail,33615.35,36,801,40869,0.228,8.92,0,0
709717,2022-04-04,Retail,14282.27,84,559,37909,0.3,15.19,0,0
718375,2022-04-04,Retail,5312.4,60,769,151472,0.121,7.48,0,0
707653,2022-04-04,Retail,23334.64,24,676,25855,0.215,12.03,0,0
719531,2022-04-04,PYME,35297.33,84,647,165820,0.228,14.78,0,0
713433,2022-04-04,PYME,35666.42,24,717,85538,0.045,8.87,0,0
713617,2022-04-05,Corporativo,1073117.74,36,734,992541,0.259,10.09,0,0
717290,2022-04-05,PYME,73700.29,24,553,261584,0.22,17.72,0,0
700467,2022-04-05,Corporativo,858894.22,24,823,1658616,0.105,5.37,0,0
711148,2022-04-05,Retail,8629.97,24,566,37055,0.337,17.65,1,6960.48
711751,2022-04-05,Retail,5077.42,84,726,39347,0.117,10.56,0,0
706562,2022-04-05,Retail,16409.71,12,617,29956,0.293,13.86,1,5097.34
709960,2022-04-05,Retail,9606.62,12,728,23187,0.211,11.25,0,0
702598,2022-04-05,Corporativo,342256.14,36,519,819218,0.357,17.95,0,0
716254,2022-04-05,Retail,8565.61,24,635,32457,0.237,15.19,0,0
711323,2022-04-05,PYME,116262.08,24,730,266520,0.202,11.33,0,0
709237,2022-04-05,PYME,95194.76,36,596,192139,0.463,18.28,0,0
704240,2022-04-05,PYME,403836.8,36,629,232392,0.205,13.73,0,0
701315,2022-04-05,PYME,28694.99,60,799,86927,0.265,7.34,0,0
707676,2022-04-05,Retail,23783.3,84,576,43034,0.175,13.4,0,0
714666,2022-04-05,Retail,12008.24,12,599,39504,0.201,16.57,1,2561.59
709060,2022-04-05,PYME,38660.5,84,636,196708,0.252,13.97,0,0
702710,2022-04-06,Corporativo,931959.35,60,700,968862,0.072,11.71,0,0
700017,2022-04-06,Retail,23225.39,48,722,37270,0.211,10.62,0,0
701444,2022-04-06,Retail,10746.03,12,675,21551,0.21,13.62,0,0
709539,2022-04-06,Retail,11677.81,36,682,32840,0.264,12.82,0,0
708524,2022-04-06,Retail,18784.85,48,701,46731,0.276,11.68,1,9255.12
716007,2022-04-06,Retail,26743.5,36,710,14886,0.195,11.89,0,0
711583,2022-04-06,Retail,6721.87,120,620,93228,0.262,15.85,0,0
713160,2022-04-06,Retail,13886.29,36,772,77353,0.156,7.36,0,0
700189,2022-04-06,Retail,10221.46,60,736,21990,0.267,8.61,0,0
719620,2022-04-06,PYME,53969.18,48,783,95186,0.226,6.7,0,0
708719,2022-04-06,Retail,12944.59,48,693,26198,0.197,11.84,0,0
710640,2022-04-06,PYME,29118.34,60,817,141833,0.076,6.56,0,0
706262,2022-04-06,Retail,12208.17,36,680,54322,0.272,11,0,0
702274,2022-04-06,PYME,63355.16,48,702,204219,0.203,11.8,0,0
716655,2022-04-06,PYME,121803.4,24,611,106317,0.218,11.8,0,0
701406,2022-04-06,Corporativo,838393.83,36,769,584241,0.239,7.24,0,0
706500,2022-04-06,PYME,50765.89,24,719,95656,0.16,10.09,0,0
705563,2022-04-06,Retail,8070.81,60,750,33028,0.17,10.24,0,0
709713,2022-04-07,PYME,89961.75,24,639,133551,0.135,14.14,0,0
718137,2022-04-07,Corporativo,1483194.7,36,785,1750031,0.198,8.82,0,0
719337,2022-04-07,Corporativo,1040506.5,120,639,755232,0.254,14.57,1,1019696.37
701908,2022-04-07,PYME,50209.12,60,630,140107,0.112,15.16,0,0
711058,2022-04-07,Corporativo,2655969.73,120,764,737039,0.031,7.93,0,0
708802,2022-04-07,Retail,12911.12,48,612,111289,0.299,13.85,0,0
706159,2022-04-07,Corporativo,643990.07,60,665,1861297,0.131,11.3,0,0
702262,2022-04-07,Retail,16789.23,48,592,25761,0.384,15.94,1,1940.55
709911,2022-04-07,PYME,859628.14,48,688,108304,0.271,11.25,0,0
711993,2022-04-07,Retail,11452.02,48,692,33299,0.313,13.42,1,1218.11
707029,2022-04-07,PYME,174147.73,60,652,133859,0.152,12.94,0,0
718966,2022-04-07,PYME,105101.83,24,753,178696,0.247,10.79,0,0
710733,2022-04-07,Corporativo,417837.07,48,850,1579087,0.02,3.9,0,0
718944,2022-04-07,Retail,10331.92,12,682,66235,0.259,11.87,0,0
700379,2022-04-07,PYME,81359.29,120,807,107526,0.223,8.8,0,0
716239,2022-04-07,Corporativo,1548027.88,36,702,1702604,0.374,12.01,0,0
719006,2022-04-07,Corporativo,763120.96,60,667,2379683,0.289,12.95,0,0
707925,2022-04-07,Retail,6732.41,48,672,28886,0.241,11.2,0,0
707352,2022-04-07,Corporativo,976003.5,36,631,1625431,0.342,15.3,0,0
705128,2022-04-07,PYME,253191.77,36,651,131564,0.191,13.09,0,0
705185,2022-04-07,PYME,146634.02,36,632,103929,0.249,14.23,0,0
715483,2022-04-07,Retail,10765.47,120,720,49264,0.053,7.9,0,0
707547,2022-04-07,Retail,6710.13,24,562,34088,0.305,14.68,0,0
700244,2022-04-08,Retail,25470.64,60,615,23680,0.326,11.9,1,8115.63
709167,2022-04-08,Retail,45600.62,84,692,76549,0.268,10.95,0,0
719891,2022-04-08,PYME,87814.61,60,661,94160,0.156,12.01,0,0
702002,2022-04-08,Corporativo,185869.7,36,623,1772531,0.296,16.09,0,0
711424,2022-04-08,Retail,5473.54,36,642,75801,0.382,14.23,0,0
710240,2022-04-08,Retail,20306.69,60,746,52681,0.215,8.62,0,0
704311,2022-04-08,PYME,46145.8,36,759,77040,0.127,8.63,0,0
719134,2022-04-08,Retail,14346.41,24,685,23099,0.176,10.99,0,0
710041,2022-04-08,Retail,3164.79,48,768,49274,0.152,7.34,0,0
716759,2022-04-08,PYME,63361.3,36,674,121707,0.107,11.73,0,0
714193,2022-04-08,PYME,49326.18,48,701,139389,0.144,10,0,0
715042,2022-04-08,Retail,9968.56,60,647,44775,0.141,12.96,0,0
713998,2022-04-08,Retail,8183.87,48,781,27100,0.196,9.65,0,0
718239,2022-04-08,Retail,24563.73,84,598,34815,0.264,15.75,0,0
713239,2022-04-08,Retail,28924.3,36,711,54592,0.186,10.91,0,0
706062,2022-04-08,Retail,15695.95,36,734,46171,0.121,6.83,0,0
702317,2022-04-09,PYME,89409.91,24,724,213207,0.054,7.87,0,0
708148,2022-04-09,PYME,26607.5,48,658,128596,0.133,10.12,0,0
708268,2022-04-09,PYME,117051.07,48,779,390723,0.02,5.89,0,0
708411,2022-04-09,Retail,29263.35,48,635,27622,0.248,14.36,0,0
717835,2022-04-09,PYME,52591.78,24,678,162761,0.223,11.8,0,0
712450,2022-04-09,Retail,16445.62,60,801,21531,0.165,8.95,0,0
719026,2022-04-09,Retail,10128.75,36,597,118301,0.386,14.96,0,0
713926,2022-04-09,Retail,26967.66,48,680,23433,0.135,10.13,0,0
713439,2022-04-09,Retail,16417.84,36,700,92542,0.297,10.86,0,0
700787,2022-04-09,Retail,5541.64,48,832,30177,0.102,6.54,0,0
715301,2022-04-09,Retail,13799.05,60,592,25649,0.298,14.98,0,0
702958,2022-04-09,Retail,19958.21,48,635,17700,0.403,16.33,0,0
719760,2022-04-09,PYME,55471.78,84,642,108167,0.338,15.3,0,0
719838,2022-04-09,Retail,32103.82,36,668,38696,0.235,12.92,0,0
703536,2022-04-09,Retail,8111.15,24,722,213994,0.173,10.66,0,0
714791,2022-04-09,PYME,207464.02,48,693,55634,0.177,11.27,0,0
703262,2022-04-09,Retail,14141.22,36,684,35209,0.285,13.83,0,0
703685,2022-04-09,Retail,10107.86,60,687,39957,0.065,9.7,0,0
719639,2022-04-09,PYME,72256.01,60,695,202373,0.192,14.78,0,0
718812,2022-04-09,PYME,38020.6,60,668,97781,0.133,11,0,0
705014,2022-04-09,Retail,16020.94,24,656,21514,0.344,13.29,0,0
700580,2022-04-09,Retail,7747.78,60,567,19021,0.113,15.83,0,0
715467,2022-04-09,Retail,9821.58,84,629,39204,0.461,16.66,0,0
710282,2022-04-09,Retail,15788.07,36,651,33490,0.13,13.86,1,9438.43
702940,2022-04-10,Corporativo,329852.63,24,836,1178808,0.189,6.93,0,0
712390,2022-04-10,Retail,15711.41,48,611,25595,0.396,16.78,0,0
711298,2022-04-10,PYME,55882.25,36,577,161717,0.184,17.3,0,0
714753,2022-04-10,PYME,58952.85,84,697,113252,0.204,11.63,1,16213.24
715936,2022-04-10,PYME,115342.95,48,842,87127,0.123,5.47,0,0
703011,2022-04-10,PYME,306449.68,36,643,264548,0.177,14.29,0,0
711196,2022-04-10,Retail,8133.03,48,790,30965,0.074,6.5,0,0
701558,2022-04-10,PYME,71404.01,60,755,140880,0.1,9.42,0,0
708530,2022-04-10,PYME,39376.54,36,754,99986,0.148,9.26,0,0
700198,2022-04-10,Retail,9319.63,48,571,74029,0.337,16.72,1,8172.06
714866,2022-04-10,Retail,8517.12,84,812,25591,0.02,5.4,0,0
716636,2022-04-10,Corporativo,581917.3,48,656,1340695,0.338,14.78,1,570278.95
703488,2022-04-10,Retail,15873.43,60,700,43143,0.225,11.63,0,0
702833,2022-04-10,PYME,192565.02,60,561,153050,0.329,17.29,0,0
717574,2022-04-10,Retail,11851.52,48,641,56285,0.251,12.69,0,0
719068,2022-04-10,PYME,53467.14,24,782,215259,0.034,5.28,0,0
712537,2022-04-11,Retail,16760.96,24,850,31218,0.02,3,0,0
708909,2022-04-11,Retail,6878.84,60,749,106895,0.205,11.07,0,0
712957,2022-04-11,Retail,6755.63,48,637,52774,0.229,13.63,1,1298.62
711565,2022-04-11,Retail,15675.46,60,608,9857,0.109,12.94,1,4524.8
719488,2022-04-11,Retail,3361.4,36,601,86388,0.131,15.23,0,0
719672,2022-04-11,PYME,70388.99,48,604,162783,0.379,16.26,1,47227.32
714148,2022-04-11,PYME,95346.67,60,650,102335,0.152,11.73,0,0
715207,2022-04-11,PYME,579830.34,60,708,151783,0.17,12.61,0,0
710869,2022-04-11,Corporativo,2554044.54,48,811,1733344,0.02,6.44,0,0
709339,2022-04-11,Retail,19904.6,24,690,37818,0.119,10.33,0,0
716532,2022-04-11,PYME,364174.87,36,663,100149,0.028,11.88,0,0
700034,2022-04-11,Retail,5214.87,48,723,54494,0.166,10.23,0,0
716385,2022-04-11,Retail,9636.46,24,780,60923,0.183,9.23,0,0
710410,2022-04-11,Retail,15818.45,24,534,44307,0.331,17.08,0,0
705043,2022-04-11,Retail,6645.19,120,781,24589,0.148,7.4,0,0
701272,2022-04-11,Retail,7600.32,36,765,50074,0.02,6.73,0,0
705395,2022-04-11,Retail,10851.91,12,612,21230,0.28,12.52,0,0
700985,2022-04-11,Corporativo,3079244.85,48,693,1264475,0.301,10.93,0,0
709022,2022-04-12,PYME,64280.34,24,703,95119,0.025,8.71,0,0
709338,2022-04-12,Retail,8719.3,48,705,48540,0.112,11.21,0,0
704323,2022-04-12,Retail,12557.35,60,547,21798,0.13,14.49,1,2555.49
711842,2022-04-12,PYME,84713.47,60,743,137594,0.199,9.94,0,0
711243,2022-04-12,PYME,25543.35,48,746,234489,0.168,7.54,0,0
709950,2022-04-12,Retail,10164.17,24,743,59593,0.02,7.08,0,0
718343,2022-04-12,Retail,18746.59,48,657,38038,0.387,13.23,1,7755.79
704276,2022-04-12,Retail,6030.1,84,716,42697,0.251,9.08,0,0
701319,2022-04-12,PYME,149420.99,120,773,150447,0.089,7.83,0,0
706737,2022-04-12,Retail,8504.56,24,779,18918,0.035,7.13,0,0
714499,2022-04-12,PYME,93373.69,36,663,454108,0.439,13.84,1,39225.92
712877,2022-04-12,Retail,25426.1,48,682,37319,0.188,13.87,0,0
712315,2022-04-12,Retail,8654.69,60,818,22404,0.174,5.83,0,0
716904,2022-04-12,Retail,23513.9,12,822,56209,0.17,6.75,0,0
719600,2022-04-12,Retail,6403.57,120,606,50021,0.23,16.57,0,0
702720,2022-04-12,Retail,3904.69,24,651,16009,0.408,15.68,0,0
713314,2022-04-12,Retail,13843.46,60,789,61801,0.08,5.41,0,0
702863,2022-04-12,Retail,8015.01,48,582,45785,0.383,17.1,0,0
719898,2022-04-12,Retail,9503.18,60,760,41867,0.02,6.8,0,0
700410,2022-04-12,PYME,218325.95,24,704,110797,0.107,10.32,0,0
712227,2022-04-12,Retail,4142.49,36,681,41595,0.221,12.51,1,2305.41
707355,2022-04-12,Retail,31546.03,36,664,34533,0.214,11.43,0,0
718623,2022-04-12,Retail,16268.8,60,692,43888,0.255,11.94,0,0
708110,2022-04-12,Retail,20347.53,24,702,73147,0.11,10.06,0,0
718165,2022-04-12,Retail,10205.51,36,799,27078,0.102,7.27,0,0
718298,2022-04-13,PYME,96151.88,36,780,169155,0.272,9.97,0,0
710884,2022-04-13,PYME,30441.87,60,619,158218,0.099,12.88,0,0
707339,2022-04-13,PYME,68928.49,84,787,168681,0.267,9.82,0,0
706813,2022-04-13,Retail,7168.76,24,680,74797,0.198,11.04,0,0
717685,2022-04-13,Retail,25789.47,48,736,46318,0.237,9.18,0,0
719277,2022-04-13,Retail,10218.67,12,648,81101,0.324,13.4,1,5256.71
719914,2022-04-13,Retail,13862.45,12,702,101566,0.028,11.48,0,0
706099,2022-04-13,Retail,15880.1,84,700,41028,0.174,11.37,0,0
712004,2022-04-13,Retail,16472.16,48,715,24855,0.281,10.75,0,0
718951,2022-04-13,Retail,8567.29,12,597,33128,0.238,15.5,1,2833.68
713535,2022-04-13,Retail,8249.63,36,747,52671,0.229,9.81,0,0
719948,2022-04-13,Retail,34945.58,84,728,23877,0.089,8.71,0,0
719634,2022-04-13,PYME,101801.91,36,696,164404,0.144,11.05,0,0
708064,2022-04-13,Corporativo,1670730.26,60,729,2473846,0.263,10.9,0,0
701173,2022-04-13,PYME,97272.18,36,763,183109,0.044,8.86,0,0
708067,2022-04-13,Retail,6825.06,36,634,33509,0.317,13.83,1,5854.15
709038,2022-04-13,Retail,18054.57,48,708,18826,0.079,9.21,0,0
715025,2022-04-13,PYME,138620.42,84,633,177251,0.371,17.29,1,21787.83
719750,2022-04-14,Retail,11689.12,24,622,27914,0.34,17.05,0,0
709090,2022-04-14,PYME,23750.24,36,689,372703,0.241,12.48,0,0
707507,2022-04-14,PYME,143363.33,60,579,398407,0.274,18.32,0,0
700323,2022-04-14,Retail,16094.45,24,644,60009,0.219,14.74,0,0
715721,2022-04-14,Retail,13308.99,84,627,39184,0.235,17.62,0,0
712790,2022-04-14,PYME,77918.6,36,761,201285,0.192,9.15,0,0
702902,2022-04-14,Retail,8468.29,36,599,37909,0.267,16.07,0,0
704826,2022-04-14,Retail,6304.88,84,722,41371,0.132,10.1,0,0
717067,2022-04-14,Retail,22515.68,36,645,41265,0.18,12.45,1,12041.03
712575,2022-04-14,Retail,4049.5,24,702,15570,0.046,9.96,0,0
705651,2022-04-14,Retail,17715.64,36,670,16023,0.251,12.6,1,8413.76
712657,2022-04-14,PYME,93354.13,36,744,70710,0.31,11.6,0,0
712689,2022-04-14,PYME,360060.39,12,714,55355,0.154,10.4,1,125365.15
703783,2022-04-14,Retail,6100.21,36,795,87622,0.192,8.04,0,0
704282,2022-04-14,Retail,9853.46,60,747,53386,0.186,10.79,0,0
700111,2022-04-14,Retail,12061.82,24,608,28268,0.261,14.25,1,5257.3
715382,2022-04-15,PYME,81995.37,84,758,267594,0.143,8.17,0,0
706545,2022-04-15,PYME,117054.41,36,633,80442,0.333,14.17,0,0
700100,2022-04-15,PYME,138717.15,24,658,128300,0.108,12.86,0,0
707556,2022-04-15,Retail,14355.86,36,755,54732,0.152,9.54,0,0
701207,2022-04-15,Retail,16730.31,48,784,53932,0.02,5.71,0,0
714350,2022-04-15,Retail,26194.11,24,672,64693,0.326,12.31,0,0
706333,2022-04-15,Retail,32767.25,60,600,17601,0.254,14.07,0,0
714261,2022-04-15,Retail,8888.65,48,652,27623,0.24,10.98,1,3489.57
718015,2022-04-15,Retail,3130.07,36,728,23682,0.165,8.81,0,0
703226,2022-04-15,PYME,225711.97,36,758,76823,0.284,10.19,0,0
710996,2022-04-15,Retail,13539.56,36,632,39975,0.365,14.29,1,5643.98
701541,2022-04-15,Retail,7661.38,24,707,79801,0.304,11.65,0,0
716174,2022-04-15,PYME,332228.08,36,742,134363,0.136,8.13,0,0
703219,2022-04-15,Retail,8992.42,120,787,51281,0.384,11.84,0,0
702852,2022-04-15,PYME,165734.49,48,734,184145,0.207,9.88,0,0
703231,2022-04-15,Retail,23001.76,36,673,19955,0.135,10.66,0,0
708465,2022-04-15,Retail,25483.45,36,602,26801,0.278,15.18,0,0
709158,2022-04-15,Retail,22569.27,60,551,33943,0.365,19.31,0,0
709901,2022-04-15,Retail,21829.06,24,522,19132,0.35,16.96,0,0
715337,2022-04-15,Retail,4248.49,48,706,26113,0.158,12.3,0,0
717903,2022-04-15,Retail,5905.38,12,703,20371,0.093,9.67,0,0
713552,2022-04-15,Retail,18542.94,60,571,28750,0.225,15.33,0,0
707983,2022-04-16,Corporativo,1170084.53,84,648,1147168,0.111,12.04,0,0
719075,2022-04-16,Retail,18373.17,48,789,19322,0.02,7.75,0,0
707907,2022-04-16,PYME,64842.86,60,809,725622,0.06,4.37,0,0
716147,2022-04-16,Retail,18836.23,48,752,29219,0.088,9.6,0,0
711126,2022-04-16,Retail,8722.45,36,684,49773,0.124,9.08,1,2941.27
716067,2022-04-16,PYME,48664.12,36,723,92742,0.103,9.01,1,37319.31
708209,2022-04-16,Corporativo,901699.48,36,673,1470679,0.296,13.82,0,0
708387,2022-04-16,Retail,7750.66,60,695,32225,0.177,11.26,0,0
718635,2022-04-16,PYME,208879.4,36,641,199314,0.356,16.02,1,120760.74
703598,2022-04-16,Corporativo,493617.77,24,653,251513,0.214,13.54,0,0
713598,2022-04-16,Retail,14292.66,36,667,19295,0.117,12.01,0,0
701469,2022-04-16,Retail,43279.34,84,604,63977,0.372,15.22,1,2347.27
716946,2022-04-16,PYME,45436.49,36,678,146310,0.297,13.29,0,0
709018,2022-04-16,PYME,33224.67,60,791,96138,0.03,9.7,0,0
706629,2022-04-16,PYME,44372.8,48,610,92297,0.425,15.34,0,0
714072,2022-04-16,Retail,19440.38,24,740,20650,0.198,10.93,0,0
702910,2022-04-16,PYME,85176,24,660,122865,0.304,11.83,0,0
718365,2022-04-16,Retail,11429.97,12,699,94502,0.261,13.6,0,0
709693,2022-04-17,Retail,11402.09,36,716,60927,0.02,9.54,0,0
704030,2022-04-17,Retail,14298.95,48,738,19026,0.18,10.72,0,0
714913,2022-04-17,Retail,13884.14,36,578,34986,0.439,16.87,1,9651.91
707331,2022-04-17,PYME,84645.55,60,705,100742,0.201,12.73,0,0
700856,2022-04-17,PYME,164865.75,12,757,111643,0.02,6.61,0,0
709292,2022-04-17,PYME,118929.65,60,722,134256,0.114,10.2,0,0
710392,2022-04-17,Retail,5370.38,36,806,93638,0.231,7.78,0,0
716560,2022-04-17,PYME,92108.75,36,601,287484,0.202,16.19,0,0
710949,2022-04-17,Retail,15047.63,60,679,30321,0.161,14.14,0,0
701223,2022-04-17,PYME,209515.92,36,629,161291,0.442,17.26,0,0
711655,2022-04-17,Retail,22372.21,48,626,48648,0.234,12.08,0,0
705345,2022-04-17,Retail,2450.61,36,610,40863,0.308,16.97,0,0
714691,2022-04-17,Retail,11154.59,60,726,24341,0.307,10.24,0,0
717752,2022-04-17,Corporativo,762170.08,36,625,2764833,0.201,13.9,0,0
719338,2022-04-17,PYME,81068.32,12,785,95673,0.108,6.13,0,0
712720,2022-04-17,Retail,12657.65,48,666,24808,0.141,13.31,0,0
703568,2022-04-17,PYME,90246.5,60,675,132584,0.145,11.67,0,0
709186,2022-04-17,PYME,129169.1,24,633,94226,0.317,14.61,0,0
706923,2022-04-17,Retail,18484.7,36,578,46229,0.243,16.15,0,0
702524,2022-04-17,PYME,41454.19,48,637,145395,0.047,11.37,1,39201.45
712302,2022-04-17,PYME,43897.16,24,717,166319,0.204,9.49,0,0
702480,2022-04-17,Retail,9482.28,12,765,77035,0.082,7.65,0,0
714619,2022-04-17,Retail,11708.44,24,569,41387,0.245,17.2,0,0
704223,2022-04-17,Retail,7615.06,60,744,83521,0.369,10.91,0,0
702596,2022-04-17,Retail,15901.16,48,667,51153,0.202,12.22,1,4113.28
713908,2022-04-17,Retail,13638.99,24,759,61868,0.179,8.57,0,0
719611,2022-04-18,PYME,136129.83,84,683,108275,0.151,13.96,0,0
714772,2022-04-18,Retail,11590.63,48,680,32951,0.175,13.72,0,0
704306,2022-04-18,Retail,16093.01,120,785,28344,0.087,8.47,0,0
716086,2022-04-18,Retail,12448.37,36,692,16623,0.237,12.45,1,5560.38
